2024-03-11 16:07:25 - target 1: x: 0, y: 0

2024-03-11 16:22:04 - drone x: -11, y: 10

2024-03-11 16:22:04 - Height x: 38, width y: 151

2024-03-11 16:22:04 - world loop 248

2024-03-11 16:22:06 - target 1: x: 35, y: 35

2024-03-11 16:22:06 - target 2: x: 126, y: 24

2024-03-11 16:22:06 - target 3: x: 65, y: 23

2024-03-11 16:22:06 - target 4: x: 105, y: 21

2024-03-11 16:22:06 - target 5: x: 3, y: 21

2024-03-11 16:22:06 - target 6: x: 142, y: 17

2024-03-11 16:22:06 - target 7: x: 45, y: 4

2024-03-11 16:22:06 - target 8: x: 68, y: 11

2024-03-11 16:22:06 - target 9: x: 0, y: 0

2024-03-11 16:22:06 - drone x: -12, y: 10

2024-03-11 16:22:06 - Height x: 38, width y: 151

2024-03-11 16:22:06 - world loop 248

2024-03-11 16:22:07 - target 1: x: 35, y: 35

2024-03-11 16:22:07 - target 2: x: 126, y: 24

2024-03-11 16:22:07 - target 3: x: 65, y: 23

2024-03-11 16:22:07 - target 4: x: 105, y: 21

2024-03-11 16:22:07 - target 5: x: 3, y: 21

2024-03-11 16:22:07 - target 6: x: 142, y: 17

2024-03-11 16:22:07 - target 7: x: 45, y: 4

2024-03-11 16:22:07 - target 8: x: 68, y: 11

2024-03-11 16:22:07 - target 9: x: 0, y: 0

2024-03-11 16:22:07 - drone x: -13, y: 10

2024-03-11 16:22:07 - Height x: 38, width y: 151

2024-03-11 16:22:07 - world loop 248

2024-03-11 16:22:08 - target 1: x: 35, y: 35

2024-03-11 16:22:08 - target 2: x: 126, y: 24

2024-03-11 16:22:08 - target 3: x: 65, y: 23

2024-03-11 16:22:08 - target 4: x: 105, y: 21

2024-03-11 16:22:08 - target 5: x: 3, y: 21

2024-03-11 16:22:08 - target 6: x: 142, y: 17

2024-03-11 16:22:08 - target 7: x: 45, y: 4

2024-03-11 16:22:08 - target 8: x: 68, y: 11

2024-03-11 16:22:08 - target 9: x: 0, y: 0

2024-03-11 16:22:08 - drone x: -14, y: 10

2024-03-11 16:22:08 - Height x: 38, width y: 151

2024-03-11 16:22:08 - world loop 248

2024-03-11 16:22:09 - target 1: x: 35, y: 35

2024-03-11 16:22:09 - target 2: x: 126, y: 24

2024-03-11 16:22:09 - target 3: x: 65, y: 23

2024-03-11 16:22:09 - target 4: x: 105, y: 21

2024-03-11 16:22:09 - target 5: x: 3, y: 21

2024-03-11 16:22:09 - target 6: x: 142, y: 17

2024-03-11 16:22:09 - target 7: x: 45, y: 4

2024-03-11 16:22:09 - target 8: x: 68, y: 11

2024-03-11 16:22:09 - target 9: x: 0, y: 0

2024-03-11 16:22:09 - drone x: -15, y: 10

2024-03-11 16:22:09 - Height x: 38, width y: 151

2024-03-11 16:22:09 - world loop 248

2024-03-11 16:22:10 - target 1: x: 35, y: 35

2024-03-11 16:22:10 - target 2: x: 126, y: 24

2024-03-11 16:22:10 - target 3: x: 65, y: 23

2024-03-11 16:22:10 - target 4: x: 105, y: 21

2024-03-11 16:22:10 - target 5: x: 3, y: 21

2024-03-11 16:22:10 - target 6: x: 142, y: 17

2024-03-11 16:22:10 - target 7: x: 45, y: 4

2024-03-11 16:22:10 - target 8: x: 68, y: 11

2024-03-11 16:22:10 - target 9: x: 0, y: 0

2024-03-11 16:22:10 - drone x: -16, y: 10

2024-03-11 16:22:10 - Height x: 38, width y: 151

2024-03-11 16:22:10 - world loop 248

2024-03-11 16:22:13 - target 1: x: 35, y: 35

2024-03-11 16:22:13 - target 2: x: 126, y: 24

2024-03-11 16:22:13 - target 3: x: 65, y: 23

2024-03-11 16:22:13 - target 4: x: 105, y: 21

2024-03-11 16:22:13 - target 5: x: 3, y: 21

2024-03-11 16:22:13 - target 6: x: 142, y: 17

2024-03-11 16:22:13 - target 7: x: 45, y: 4

2024-03-11 16:22:13 - target 8: x: 68, y: 11

2024-03-11 16:22:13 - target 9: x: 0, y: 0

2024-03-11 16:22:13 - drone x: -17, y: 10

2024-03-11 16:22:13 - Height x: 38, width y: 151

2024-03-11 16:22:13 - world loop 248

2024-03-11 16:22:15 - target 1: x: 35, y: 35

2024-03-11 16:22:15 - target 2: x: 126, y: 24

2024-03-11 16:22:15 - target 3: x: 65, y: 23

2024-03-11 16:22:15 - target 4: x: 105, y: 21

2024-03-11 16:22:15 - target 5: x: 3, y: 21

2024-03-11 16:22:15 - target 6: x: 142, y: 17

2024-03-11 16:22:15 - target 7: x: 45, y: 4

2024-03-11 16:22:15 - target 8: x: 68, y: 11

2024-03-11 16:22:15 - target 9: x: 0, y: 0

2024-03-11 16:22:15 - drone x: -18, y: 10

2024-03-11 16:22:15 - Height x: 38, width y: 151

2024-03-11 16:22:15 - world loop 248

2024-03-11 16:22:18 - target 1: x: 35, y: 35

2024-03-11 16:22:18 - target 2: x: 126, y: 24

2024-03-11 16:22:18 - target 3: x: 65, y: 23

2024-03-11 16:22:18 - target 4: x: 105, y: 21

2024-03-11 16:22:18 - target 5: x: 3, y: 21

2024-03-11 16:22:18 - target 6: x: 142, y: 17

2024-03-11 16:22:18 - target 7: x: 45, y: 4

2024-03-11 16:22:18 - target 8: x: 68, y: 11

2024-03-11 16:22:18 - target 9: x: 0, y: 0

2024-03-11 16:22:18 - drone x: -19, y: 10

2024-03-11 16:22:18 - Height x: 38, width y: 151

2024-03-11 16:22:18 - world loop 248

2024-03-11 16:22:20 - target 1: x: 35, y: 35

2024-03-11 16:22:20 - target 2: x: 126, y: 24

2024-03-11 16:22:20 - target 3: x: 65, y: 23

2024-03-11 16:22:20 - target 4: x: 105, y: 21

2024-03-11 16:22:20 - target 5: x: 3, y: 21

2024-03-11 16:22:20 - target 6: x: 142, y: 17

2024-03-11 16:22:20 - target 7: x: 45, y: 4

2024-03-11 16:22:20 - target 8: x: 68, y: 11

2024-03-11 16:22:20 - target 9: x: 0, y: 0

2024-03-11 16:22:20 - drone x: -20, y: 10

2024-03-11 16:22:20 - Height x: 38, width y: 151

2024-03-11 16:22:20 - world loop 248

2024-03-11 16:22:22 - target 1: x: 35, y: 35

2024-03-11 16:22:22 - target 2: x: 126, y: 24

2024-03-11 16:22:22 - target 3: x: 65, y: 23

2024-03-11 16:22:22 - target 4: x: 105, y: 21

2024-03-11 16:22:22 - target 5: x: 3, y: 21

2024-03-11 16:22:22 - target 6: x: 142, y: 17

2024-03-11 16:22:22 - target 7: x: 45, y: 4

2024-03-11 16:22:22 - target 8: x: 68, y: 11

2024-03-11 16:22:22 - target 9: x: 0, y: 0

2024-03-11 16:22:22 - drone x: -21, y: 10

2024-03-11 16:22:22 - Height x: 38, width y: 151

2024-03-11 16:22:22 - world loop 248

2024-03-11 16:22:25 - target 1: x: 35, y: 35

2024-03-11 16:22:25 - target 2: x: 126, y: 24

2024-03-11 16:22:25 - target 3: x: 65, y: 23

2024-03-11 16:22:25 - target 4: x: 105, y: 21

2024-03-11 16:22:25 - target 5: x: 3, y: 21

2024-03-11 16:22:25 - target 6: x: 142, y: 17

2024-03-11 16:22:25 - target 7: x: 45, y: 4

2024-03-11 16:22:25 - target 8: x: 68, y: 11

2024-03-11 16:22:25 - target 9: x: 0, y: 0

2024-03-11 16:22:25 - drone x: -22, y: 10

2024-03-11 16:22:25 - Height x: 38, width y: 151

2024-03-11 16:22:25 - world loop 248

2024-03-11 16:22:27 - target 1: x: 35, y: 35

2024-03-11 16:22:27 - target 2: x: 126, y: 24

2024-03-11 16:22:27 - target 3: x: 65, y: 23

2024-03-11 16:22:27 - target 4: x: 105, y: 21

2024-03-11 16:22:27 - target 5: x: 3, y: 21

2024-03-11 16:22:27 - target 6: x: 142, y: 17

2024-03-11 16:22:27 - target 7: x: 45, y: 4

2024-03-11 16:22:27 - target 8: x: 68, y: 11

2024-03-11 16:22:27 - target 9: x: 0, y: 0

2024-03-11 16:22:27 - drone x: -23, y: 10

2024-03-11 16:22:27 - Height x: 38, width y: 151

2024-03-11 16:22:27 - world loop 248

2024-03-11 16:22:30 - target 1: x: 35, y: 35

2024-03-11 16:22:30 - target 2: x: 126, y: 24

2024-03-11 16:22:30 - target 3: x: 65, y: 23

2024-03-11 16:22:30 - target 4: x: 105, y: 21

2024-03-11 16:22:30 - target 5: x: 3, y: 21

2024-03-11 16:22:30 - target 6: x: 142, y: 17

2024-03-11 16:22:30 - target 7: x: 45, y: 4

2024-03-11 16:22:30 - target 8: x: 68, y: 11

2024-03-11 16:22:30 - target 9: x: 0, y: 0

2024-03-11 16:22:30 - drone x: -24, y: 10

2024-03-11 16:22:30 - Height x: 38, width y: 151

2024-03-11 16:22:30 - world loop 248

2024-03-11 16:22:32 - target 1: x: 35, y: 35

2024-03-11 16:22:32 - target 2: x: 126, y: 24

2024-03-11 16:22:32 - target 3: x: 65, y: 23

2024-03-11 16:22:32 - target 4: x: 105, y: 21

2024-03-11 16:22:32 - target 5: x: 3, y: 21

2024-03-11 16:22:32 - target 6: x: 142, y: 17

2024-03-11 16:22:32 - target 7: x: 45, y: 4

2024-03-11 16:22:32 - target 8: x: 68, y: 11

2024-03-11 16:22:32 - target 9: x: 0, y: 0

2024-03-11 16:22:32 - drone x: -25, y: 10

2024-03-11 16:22:32 - Height x: 38, width y: 151

2024-03-11 16:22:32 - world loop 248

2024-03-11 16:22:34 - target 1: x: 35, y: 35

2024-03-11 16:22:34 - target 2: x: 126, y: 24

2024-03-11 16:22:34 - target 3: x: 65, y: 23

2024-03-11 16:22:34 - target 4: x: 105, y: 21

2024-03-11 16:22:34 - target 5: x: 3, y: 21

2024-03-11 16:22:34 - target 6: x: 142, y: 17

2024-03-11 16:22:34 - target 7: x: 45, y: 4

2024-03-11 16:22:34 - target 8: x: 68, y: 11

2024-03-11 16:22:34 - target 9: x: 0, y: 0

2024-03-11 16:22:34 - drone x: -26, y: 10

2024-03-11 16:22:34 - Height x: 38, width y: 151

2024-03-11 16:22:34 - world loop 248

2024-03-11 16:22:37 - target 1: x: 35, y: 35

2024-03-11 16:22:37 - target 2: x: 126, y: 24

2024-03-11 16:22:37 - target 3: x: 65, y: 23

2024-03-11 16:22:37 - target 4: x: 105, y: 21

2024-03-11 16:22:37 - target 5: x: 3, y: 21

2024-03-11 16:22:37 - target 6: x: 142, y: 17

2024-03-11 16:22:37 - target 7: x: 45, y: 4

2024-03-11 16:22:37 - target 8: x: 68, y: 11

2024-03-11 16:22:37 - target 9: x: 0, y: 0

2024-03-11 16:22:37 - drone x: -27, y: 10

2024-03-11 16:22:37 - Height x: 38, width y: 151

2024-03-11 16:22:37 - world loop 248

2024-03-11 16:22:39 - target 1: x: 35, y: 35

2024-03-11 16:22:39 - target 2: x: 126, y: 24

2024-03-11 16:22:39 - target 3: x: 65, y: 23

2024-03-11 16:22:39 - target 4: x: 105, y: 21

2024-03-11 16:22:39 - target 5: x: 3, y: 21

2024-03-11 16:22:39 - target 6: x: 142, y: 17

2024-03-11 16:22:39 - target 7: x: 45, y: 4

2024-03-11 16:22:39 - target 8: x: 68, y: 11

2024-03-11 16:22:39 - target 9: x: 0, y: 0

2024-03-11 16:22:39 - drone x: -28, y: 10

2024-03-11 16:22:39 - Height x: 38, width y: 151

2024-03-11 16:22:39 - world loop 248

2024-03-11 16:22:42 - target 1: x: 35, y: 35

2024-03-11 16:22:42 - target 2: x: 126, y: 24

2024-03-11 16:22:42 - target 3: x: 65, y: 23

2024-03-11 16:22:42 - target 4: x: 105, y: 21

2024-03-11 16:22:42 - target 5: x: 3, y: 21

2024-03-11 16:22:42 - target 6: x: 142, y: 17

2024-03-11 16:22:42 - target 7: x: 45, y: 4

2024-03-11 16:22:42 - target 8: x: 68, y: 11

2024-03-11 16:22:42 - target 9: x: 0, y: 0

2024-03-11 16:22:42 - drone x: -29, y: 10

2024-03-11 16:22:42 - Height x: 38, width y: 151

2024-03-11 16:22:42 - world loop 248

2024-03-11 16:22:44 - target 1: x: 35, y: 35

2024-03-11 16:22:44 - target 2: x: 126, y: 24

2024-03-11 16:22:44 - target 3: x: 65, y: 23

2024-03-11 16:22:44 - target 4: x: 105, y: 21

2024-03-11 16:22:44 - target 5: x: 3, y: 21

2024-03-11 16:22:44 - target 6: x: 142, y: 17

2024-03-11 16:22:44 - target 7: x: 45, y: 4

2024-03-11 16:22:44 - target 8: x: 68, y: 11

2024-03-11 16:22:44 - target 9: x: 0, y: 0

2024-03-11 16:22:44 - drone x: -30, y: 10

2024-03-11 16:22:44 - Height x: 38, width y: 151

2024-03-11 16:22:44 - world loop 248

2024-03-11 16:22:46 - target 1: x: 35, y: 35

2024-03-11 16:22:46 - target 2: x: 126, y: 24

2024-03-11 16:22:46 - target 3: x: 65, y: 23

2024-03-11 16:22:46 - target 4: x: 105, y: 21

2024-03-11 16:22:46 - target 5: x: 3, y: 21

2024-03-11 16:22:46 - target 6: x: 142, y: 17

2024-03-11 16:22:46 - target 7: x: 45, y: 4

2024-03-11 16:22:46 - target 8: x: 68, y: 11

2024-03-11 16:22:46 - target 9: x: 0, y: 0

2024-03-11 16:22:46 - drone x: -31, y: 10

2024-03-11 16:22:46 - Height x: 38, width y: 151

2024-03-11 16:22:46 - world loop 248

2024-03-11 16:22:49 - target 1: x: 35, y: 35

2024-03-11 16:22:49 - target 2: x: 126, y: 24

2024-03-11 16:22:49 - target 3: x: 65, y: 23

2024-03-11 16:22:49 - target 4: x: 105, y: 21

2024-03-11 16:22:49 - target 5: x: 3, y: 21

2024-03-11 16:22:49 - target 6: x: 142, y: 17

2024-03-11 16:22:49 - target 7: x: 45, y: 4

2024-03-11 16:22:49 - target 8: x: 68, y: 11

2024-03-11 16:22:49 - target 9: x: 0, y: 0

2024-03-11 16:22:49 - drone x: -32, y: 10

2024-03-11 16:22:49 - Height x: 38, width y: 151

2024-03-11 16:22:49 - world loop 248

2024-03-11 16:22:51 - target 1: x: 35, y: 35

2024-03-11 16:22:51 - target 2: x: 126, y: 24

2024-03-11 16:22:51 - target 3: x: 65, y: 23

2024-03-11 16:22:51 - target 4: x: 105, y: 21

2024-03-11 16:22:51 - target 5: x: 3, y: 21

2024-03-11 16:22:51 - target 6: x: 142, y: 17

2024-03-11 16:22:51 - target 7: x: 45, y: 4

2024-03-11 16:22:51 - target 8: x: 68, y: 11

2024-03-11 16:22:51 - target 9: x: 0, y: 0

2024-03-11 16:22:51 - drone x: -33, y: 10

2024-03-11 16:22:51 - Height x: 38, width y: 151

2024-03-11 16:22:51 - world loop 248

2024-03-11 16:22:54 - target 1: x: 35, y: 35

2024-03-11 16:22:54 - target 2: x: 126, y: 24

2024-03-11 16:22:54 - target 3: x: 65, y: 23

2024-03-11 16:22:54 - target 4: x: 105, y: 21

2024-03-11 16:22:54 - target 5: x: 3, y: 21

2024-03-11 16:22:54 - target 6: x: 142, y: 17

2024-03-11 16:22:54 - target 7: x: 45, y: 4

2024-03-11 16:22:54 - target 8: x: 68, y: 11

2024-03-11 16:22:54 - target 9: x: 0, y: 0

2024-03-11 16:22:54 - drone x: -34, y: 10

2024-03-11 16:22:54 - Height x: 38, width y: 151

2024-03-11 16:22:54 - world loop 248

2024-03-11 16:22:56 - target 1: x: 35, y: 35

2024-03-11 16:22:56 - target 2: x: 126, y: 24

2024-03-11 16:22:56 - target 3: x: 65, y: 23

2024-03-11 16:22:56 - target 4: x: 105, y: 21

2024-03-11 16:22:56 - target 5: x: 3, y: 21

2024-03-11 16:22:56 - target 6: x: 142, y: 17

2024-03-11 16:22:56 - target 7: x: 45, y: 4

2024-03-11 16:22:56 - target 8: x: 68, y: 11

2024-03-11 16:22:56 - target 9: x: 0, y: 0

2024-03-11 16:22:56 - drone x: -35, y: 10

2024-03-11 16:22:56 - Height x: 38, width y: 151

2024-03-11 16:22:56 - world loop 248

2024-03-11 16:22:58 - target 1: x: 35, y: 35

2024-03-11 16:22:58 - target 2: x: 126, y: 24

2024-03-11 16:22:58 - target 3: x: 65, y: 23

2024-03-11 16:22:58 - target 4: x: 105, y: 21

2024-03-11 16:22:58 - target 5: x: 3, y: 21

2024-03-11 16:22:58 - target 6: x: 142, y: 17

2024-03-11 16:22:58 - target 7: x: 45, y: 4

2024-03-11 16:22:58 - target 8: x: 68, y: 11

2024-03-11 16:22:58 - target 9: x: 0, y: 0

2024-03-11 16:22:58 - drone x: -36, y: 10

2024-03-11 16:22:58 - Height x: 38, width y: 151

2024-03-11 16:22:58 - world loop 248

2024-03-11 16:23:00 - target 1: x: 35, y: 35

2024-03-11 16:23:00 - target 2: x: 126, y: 24

2024-03-11 16:23:00 - target 3: x: 65, y: 23

2024-03-11 16:23:00 - target 4: x: 105, y: 21

2024-03-11 16:23:00 - target 5: x: 3, y: 21

2024-03-11 16:23:00 - target 6: x: 142, y: 17

2024-03-11 16:23:00 - target 7: x: 45, y: 4

2024-03-11 16:23:00 - target 8: x: 68, y: 11

2024-03-11 16:23:00 - target 9: x: 0, y: 0

2024-03-11 16:23:00 - drone x: -36, y: 10

2024-03-11 16:23:00 - Height x: 38, width y: 151

2024-03-11 16:23:00 - world loop 248

2024-03-11 16:23:01 - target 1: x: 35, y: 35

2024-03-11 16:23:01 - target 2: x: 126, y: 24

2024-03-11 16:23:01 - target 3: x: 65, y: 23

2024-03-11 16:23:01 - target 4: x: 105, y: 21

2024-03-11 16:23:01 - target 5: x: 3, y: 21

2024-03-11 16:23:01 - target 6: x: 142, y: 17

2024-03-11 16:23:01 - target 7: x: 45, y: 4

2024-03-11 16:23:01 - target 8: x: 68, y: 11

2024-03-11 16:23:01 - target 9: x: 0, y: 0

2024-03-11 16:23:01 - drone x: -37, y: 10

2024-03-11 16:23:01 - Height x: 38, width y: 151

2024-03-11 16:23:01 - world loop 248

2024-03-11 16:23:02 - target 1: x: 35, y: 35

2024-03-11 16:23:02 - target 2: x: 126, y: 24

2024-03-11 16:23:02 - target 3: x: 65, y: 23

2024-03-11 16:23:02 - target 4: x: 105, y: 21

2024-03-11 16:23:02 - target 5: x: 3, y: 21

2024-03-11 16:23:02 - target 6: x: 142, y: 17

2024-03-11 16:23:02 - target 7: x: 45, y: 4

2024-03-11 16:23:02 - target 8: x: 68, y: 11

2024-03-11 16:23:02 - target 9: x: 0, y: 0

2024-03-11 16:23:02 - drone x: -38, y: 10

2024-03-11 16:23:02 - Height x: 38, width y: 151

2024-03-11 16:23:02 - world loop 248

2024-03-11 16:23:03 - target 1: x: 35, y: 35

2024-03-11 16:23:03 - target 2: x: 126, y: 24

2024-03-11 16:23:03 - target 3: x: 65, y: 23

2024-03-11 16:23:03 - target 4: x: 105, y: 21

2024-03-11 16:23:03 - target 5: x: 3, y: 21

2024-03-11 16:23:03 - target 6: x: 142, y: 17

2024-03-11 16:23:03 - target 7: x: 45, y: 4

2024-03-11 16:23:03 - target 8: x: 68, y: 11

2024-03-11 16:23:03 - target 9: x: 0, y: 0

2024-03-11 16:23:03 - drone x: -39, y: 10

2024-03-11 16:23:03 - Height x: 38, width y: 151

2024-03-11 16:23:03 - world loop 248

2024-03-11 16:23:04 - target 1: x: 35, y: 35

2024-03-11 16:23:04 - target 2: x: 126, y: 24

2024-03-11 16:23:04 - target 3: x: 65, y: 23

2024-03-11 16:23:04 - target 4: x: 105, y: 21

2024-03-11 16:23:04 - target 5: x: 3, y: 21

2024-03-11 16:23:04 - target 6: x: 142, y: 17

2024-03-11 16:23:04 - target 7: x: 45, y: 4

2024-03-11 16:23:04 - target 8: x: 68, y: 11

2024-03-11 16:23:04 - target 9: x: 0, y: 0

2024-03-11 16:23:04 - drone x: -40, y: 10

2024-03-11 16:23:04 - Height x: 38, width y: 151

2024-03-11 16:23:04 - world loop 248

2024-03-11 16:23:06 - target 1: x: 35, y: 35

2024-03-11 16:23:06 - target 2: x: 126, y: 24

2024-03-11 16:23:06 - target 3: x: 65, y: 23

2024-03-11 16:23:06 - target 4: x: 105, y: 21

2024-03-11 16:23:06 - target 5: x: 3, y: 21

2024-03-11 16:23:06 - target 6: x: 142, y: 17

2024-03-11 16:23:06 - target 7: x: 45, y: 4

2024-03-11 16:23:06 - target 8: x: 68, y: 11

2024-03-11 16:23:06 - target 9: x: 0, y: 0

2024-03-11 16:23:06 - drone x: -41, y: 11

2024-03-11 16:23:06 - Height x: 38, width y: 151

2024-03-11 16:23:06 - world loop 248

2024-03-11 16:23:07 - target 1: x: 35, y: 35

2024-03-11 16:23:07 - target 2: x: 126, y: 24

2024-03-11 16:23:07 - target 3: x: 65, y: 23

2024-03-11 16:23:07 - target 4: x: 105, y: 21

2024-03-11 16:23:07 - target 5: x: 3, y: 21

2024-03-11 16:23:07 - target 6: x: 142, y: 17

2024-03-11 16:23:07 - target 7: x: 45, y: 4

2024-03-11 16:23:07 - target 8: x: 68, y: 11

2024-03-11 16:23:07 - target 9: x: 0, y: 0

2024-03-11 16:23:07 - drone x: -42, y: 12

2024-03-11 16:23:07 - Height x: 38, width y: 151

2024-03-11 16:23:07 - world loop 248

2024-03-11 16:23:08 - target 1: x: 35, y: 35

2024-03-11 16:23:08 - target 2: x: 126, y: 24

2024-03-11 16:23:08 - target 3: x: 65, y: 23

2024-03-11 16:23:08 - target 4: x: 105, y: 21

2024-03-11 16:23:08 - target 5: x: 3, y: 21

2024-03-11 16:23:08 - target 6: x: 142, y: 17

2024-03-11 16:23:08 - target 7: x: 45, y: 4

2024-03-11 16:23:08 - target 8: x: 68, y: 11

2024-03-11 16:23:08 - target 9: x: 0, y: 0

2024-03-11 16:23:08 - drone x: -43, y: 13

2024-03-11 16:23:08 - Height x: 38, width y: 151

2024-03-11 16:23:08 - world loop 248

2024-03-11 16:23:09 - target 1: x: 35, y: 35

2024-03-11 16:23:09 - target 2: x: 126, y: 24

2024-03-11 16:23:09 - target 3: x: 65, y: 23

2024-03-11 16:23:09 - target 4: x: 105, y: 21

2024-03-11 16:23:09 - target 5: x: 3, y: 21

2024-03-11 16:23:09 - target 6: x: 142, y: 17

2024-03-11 16:23:09 - target 7: x: 45, y: 4

2024-03-11 16:23:09 - target 8: x: 68, y: 11

2024-03-11 16:23:09 - target 9: x: 0, y: 0

2024-03-11 16:23:09 - drone x: -44, y: 14

2024-03-11 16:23:09 - Height x: 38, width y: 151

2024-03-11 16:23:09 - world loop 248

2024-03-11 16:23:12 - target 1: x: 35, y: 35

2024-03-11 16:23:12 - target 2: x: 126, y: 24

2024-03-11 16:23:12 - target 3: x: 65, y: 23

2024-03-11 16:23:12 - target 4: x: 105, y: 21

2024-03-11 16:23:12 - target 5: x: 3, y: 21

2024-03-11 16:23:12 - target 6: x: 142, y: 17

2024-03-11 16:23:12 - target 7: x: 45, y: 4

2024-03-11 16:23:12 - target 8: x: 68, y: 11

2024-03-11 16:23:12 - target 9: x: 0, y: 0

2024-03-11 16:23:12 - drone x: -44, y: 15

2024-03-11 16:23:12 - Height x: 38, width y: 151

2024-03-11 16:23:12 - world loop 248

2024-03-11 16:23:14 - target 1: x: 35, y: 35

2024-03-11 16:23:14 - target 2: x: 126, y: 24

2024-03-11 16:23:14 - target 3: x: 65, y: 23

2024-03-11 16:23:14 - target 4: x: 105, y: 21

2024-03-11 16:23:14 - target 5: x: 3, y: 21

2024-03-11 16:23:14 - target 6: x: 142, y: 17

2024-03-11 16:23:14 - target 7: x: 45, y: 4

2024-03-11 16:23:14 - target 8: x: 68, y: 11

2024-03-11 16:23:14 - target 9: x: 0, y: 0

2024-03-11 16:23:14 - drone x: -45, y: 16

2024-03-11 16:23:14 - Height x: 38, width y: 151

2024-03-11 16:23:14 - world loop 248

2024-03-11 16:23:16 - target 1: x: 35, y: 35

2024-03-11 16:23:16 - target 2: x: 126, y: 24

2024-03-11 16:23:16 - target 3: x: 65, y: 23

2024-03-11 16:23:16 - target 4: x: 105, y: 21

2024-03-11 16:23:16 - target 5: x: 3, y: 21

2024-03-11 16:23:16 - target 6: x: 142, y: 17

2024-03-11 16:23:16 - target 7: x: 45, y: 4

2024-03-11 16:23:16 - target 8: x: 68, y: 11

2024-03-11 16:23:16 - target 9: x: 0, y: 0

2024-03-11 16:23:16 - drone x: -44, y: 15

2024-03-11 16:23:16 - Height x: 38, width y: 151

2024-03-11 16:23:16 - world loop 248

2024-03-11 16:23:19 - target 1: x: 12, y: 9

2024-03-11 16:23:19 - target 2: x: 99, y: 21

2024-03-11 16:23:19 - target 3: x: 69, y: 14

2024-03-11 16:23:19 - target 4: x: 81, y: 31

2024-03-11 16:23:19 - target 5: x: 42, y: 21

2024-03-11 16:23:19 - target 6: x: 146, y: 25

2024-03-11 16:23:19 - target 7: x: 110, y: 19

2024-03-11 16:23:19 - target 8: x: 111, y: 5

2024-03-11 16:23:19 - target 9: x: 0, y: 0

2024-03-11 16:23:19 - drone x: -46, y: 17

2024-03-11 16:23:19 - Height x: 38, width y: 151

2024-03-11 16:23:19 - world loop 248

2024-03-11 16:23:20 - target 1: x: 12, y: 9

2024-03-11 16:23:20 - target 2: x: 99, y: 21

2024-03-11 16:23:20 - target 3: x: 69, y: 14

2024-03-11 16:23:20 - target 4: x: 81, y: 31

2024-03-11 16:23:20 - target 5: x: 42, y: 21

2024-03-11 16:23:20 - target 6: x: 146, y: 25

2024-03-11 16:23:20 - target 7: x: 110, y: 19

2024-03-11 16:23:20 - target 8: x: 111, y: 5

2024-03-11 16:23:20 - target 9: x: 0, y: 0

2024-03-11 16:23:20 - drone x: -44, y: 15

2024-03-11 16:23:20 - Height x: 38, width y: 151

2024-03-11 16:23:20 - world loop 248

2024-03-11 16:23:21 - target 1: x: 12, y: 9

2024-03-11 16:23:21 - target 2: x: 99, y: 21

2024-03-11 16:23:21 - target 3: x: 69, y: 14

2024-03-11 16:23:21 - target 4: x: 81, y: 31

2024-03-11 16:23:21 - target 5: x: 42, y: 21

2024-03-11 16:23:21 - target 6: x: 146, y: 25

2024-03-11 16:23:21 - target 7: x: 110, y: 19

2024-03-11 16:23:21 - target 8: x: 111, y: 5

2024-03-11 16:23:21 - target 9: x: 0, y: 0

2024-03-11 16:23:21 - drone x: -47, y: 17

2024-03-11 16:23:21 - Height x: 38, width y: 151

2024-03-11 16:23:21 - world loop 248

2024-03-11 16:23:24 - target 1: x: 12, y: 9

2024-03-11 16:23:24 - target 2: x: 99, y: 21

2024-03-11 16:23:24 - target 3: x: 69, y: 14

2024-03-11 16:23:24 - target 4: x: 81, y: 31

2024-03-11 16:23:24 - target 5: x: 42, y: 21

2024-03-11 16:23:24 - target 6: x: 146, y: 25

2024-03-11 16:23:24 - target 7: x: 110, y: 19

2024-03-11 16:23:24 - target 8: x: 111, y: 5

2024-03-11 16:23:24 - target 9: x: 0, y: 0

2024-03-11 16:23:24 - drone x: -44, y: 15

2024-03-11 16:23:24 - Height x: 38, width y: 151

2024-03-11 16:23:24 - world loop 248

2024-03-11 16:23:26 - target 1: x: 12, y: 9

2024-03-11 16:23:26 - target 2: x: 99, y: 21

